zone_id,zone_name,id,plain_name,level,race,class_name,hp_dice,hp_avg,damage_dice,damage_avg,hit_roll,armor_class,attacks_per_round,dpr_avg
83,Frakati,11,a Frakati magus,11,ELF,Sorcerer,9d10+51,100.5,3d4+2,9.5,10,0,1,9.5
83,Frakati,12,a Frakati commoner,11,HUMANOID,,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
87,Logging Camp,11,a badger,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,10,0,1,12.0
133,Miner's Cavern,10,a sturdy dwarven miner,11,DWARF,Warrior,9d10+51,100.5,4d4+3,13.0,20,0,1,13.0
133,Miner's Cavern,19,a thirsty miner,11,DWARF,Warrior,9d10+51,100.5,4d4+3,13.0,10,7,1,13.0
136,Morgan Hill,11,an old gremlin warrior,11,HUMANOID,Warrior,9d10+51,100.5,4d4+3,13.0,5,7,1,13.0
161,the Desert of Gothra,7,a bandit,11,HUMAN,Warrior,9d10+51,100.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,3,a lion cub,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,10,0,1,12.0
203,Gothra Plains,14,a small bird,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,10,0,1,12.0
361,The Rockwell,1,a Bozak,11,HUMANOID,Warrior,9d10+51,100.5,4d4+3,13.0,20,0,1,13.0
363,Smuggler's Hideout,2,a cougar,11,ANIMAL,Warrior,9d10+51,100.5,4d4+3,13.0,20,0,1,13.0
462,Nukreth Spire,11,a witherling,11,HUMANOID,,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
462,Nukreth Spire,15,a dire hyena,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
462,Nukreth Spire,27,a dire hyena,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
552,Black Woods,20,a grizzly bear,11,ANIMAL,,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
590,Sacred Haven,6,a woman,11,HUMAN,Ranger,9d10+51,100.5,4d4+2,12.0,20,0,1,12.0
9,Metamorpho's Zone - PRIVATE,38,the gigantic rat,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
9,Metamorpho's Zone - PRIVATE,49,the drow warrior noble,12,HUMANOID,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
9,Metamorpho's Zone - PRIVATE,80,the troll,12,HUMANOID,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
18,Forest of Shadows (Jelos remix),0,a hunter,12,HUMAN,Warrior,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
23,South Caelia Forests and Mountains,0,a northern roc,12,ANIMAL,Warrior,11d10+70,130.5,4d4+3,13.0,20,10,1,13.0
23,South Caelia Forests and Mountains,3,a roc hatchling,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,20,10,2,26.0
23,South Caelia Forests and Mountains,43,a pilgrim,12,HALF_ELF,Druid,11d10+70,130.5,3d4+2,9.5,10,0,1,9.5
23,South Caelia Forests and Mountains,46,a plains antelope,12,ANIMAL,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
30,Mielikki,143,the Mayor,12,HUMANOID,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
41,Split Skull,3,a Split Skull Gate Guard,12,OGRE,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
41,Split Skull,4,a skulking berserker,12,OGRE,Berserker,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,0,the vaporighu,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,1,the turgoloth,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,2,the mezzoloth,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,3,the bodak,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,4,the yagnoloth,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,20,the stone priest,12,HUMAN,Cleric,11d10+70,130.5,3d4+2,9.5,10,0,1,9.5
54,the Misty Caverns,79,the evil high priest,12,HUMAN,Cleric,11d10+70,130.5,3d4+2,9.5,10,0,1,9.5
55,Combat in Eldoria,1,a skeletal footman of the Black Legion,12,HUMAN,Warrior,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
55,Combat in Eldoria,13,a footman of the 3rd Eldorian Guard,12,HUMAN,Warrior,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
70,the Great Road,5,the Northern Crusher Bile,12,HUMANOID,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
80,Mielikki Farmlands (Newbie),33,an Emerald Drakling,12,DRAGON_GAS,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
83,Frakati,4,a Frakati warrior,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
87,Logging Camp,4,a dwarven apprentice,12,DWARF,Mercenary,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
87,Logging Camp,5,a barbarian apprentice,12,BARBARIAN,Mercenary,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
87,Logging Camp,6,a human apprentice,12,HUMAN,Mercenary,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
87,Logging Camp,12,Doren,12,DWARF,Mercenary,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
133,Miner's Cavern,11,a dwarf,12,DWARF,Mercenary,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
136,Morgan Hill,3,a gremlin captain,12,OTHER,Warrior,11d10+70,130.5,4d4+3,13.0,2,8,1,13.0
136,Morgan Hill,17,a mournful shade,12,OTHER,Warrior,11d10+70,130.5,4d4+3,13.0,4,10,1,13.0
136,Morgan Hill,19,a dwarven treasure-hunter,12,DWARF,,11d10+70,130.5,4d4+3,13.0,10,10,1,13.0
136,Morgan Hill,24,a mad dwarf,12,DWARF,Warrior,11d10+70,130.5,4d4+3,13.0,10,10,1,13.0
136,Morgan Hill,25,a mad priest,12,HUMAN,Cleric,11d10+70,130.5,3d4+5,12.5,6,10,1,12.5
161,the Desert of Gothra,1,a trader,12,HUMAN,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
163,Highlands,10,a wolf,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
173,The Temple of Chaos,1,the high priest,12,HUMAN,Cleric,11d10+70,130.5,3d4+2,9.5,10,0,1,9.5
173,The Temple of Chaos,2,a necromancer,12,HUMAN,Necromancer,11d10+70,130.5,3d4+2,9.5,10,0,1,9.5
178,the Canyon,5,the tribesman,12,HUMAN,Ranger,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,4,a wildebeest,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,5,a vulture,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,6,a zebra,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,9,a baby elephant,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,12,a large giraffe,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,13,a green snake,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
300,Ogakh,27,an anklecrusher,12,ANIMAL,Warrior,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
324,South Caelia Highlands,12,a cleric of Henya,12,HUMAN,Cleric,11d10+70,130.5,3d4+2,9.5,20,10,1,9.5
324,South Caelia Highlands,14,a farmer,12,HUMAN,,11d10+70,130.5,4d4+3,13.0,10,10,1,13.0
361,The Rockwell,6,a large Bozak hunter,12,HUMANOID,Warrior,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
361,The Rockwell,8,a large crab,12,ANIMAL,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
363,Smuggler's Hideout,3,a smuggler guard,12,HUMAN,Mercenary,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
410,the Hive,12,the bloated Hive Mother,12,ANIMAL,Warrior,13d10+79,150.5,6d4+3,18.0,20,0,1,18.0
462,Nukreth Spire,3,a gnoll scavenger,12,HUMANOID,,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
462,Nukreth Spire,25,a limping slave,12,HUMAN,,11d10+70,130.5,4d4+3,13.0,10,0,1,13.0
552,Black Woods,30,an old duergar warrior,12,DUERGAR,Warrior,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
590,Sacred Haven,5,a man,12,HUMAN,Ranger,11d10+70,130.5,4d4+3,13.0,20,0,1,13.0
9,Metamorpho's Zone - PRIVATE,33,the scaled basilisk,13,DRAGON_GENERAL,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
9,Metamorpho's Zone - PRIVATE,79,the hill giant,13,GIANT,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
41,Split Skull,5,a Split Skull Guard,13,TROLL,Warrior,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
41,Split Skull,9,an ogre rogue,13,OGRE,Rogue,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
41,Split Skull,28,the rabid moss,13,PLANT,Monk,14d10+86,163.0,3d4+2,9.5,10,0,1,9.5
41,Split Skull,29,guard,13,TROLL,Warrior,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
41,Split Skull,30,guard,13,TROLL,Warrior,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
55,Combat in Eldoria,2,a skeletal guard of the 3rd Black Legion,13,HUMAN,Warrior,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
55,Combat in Eldoria,14,a guard of the 3rd Eldorian Guard,13,HUMAN,Warrior,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
83,Frakati,20,a Frakati woman,13,ELF,,14d10+86,163.0,3d4+2,9.5,10,0,1,9.5
83,Frakati,27,Josen the researcher,13,OTHER,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
83,Frakati,28,Coren the researcher,13,OTHER,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
133,Miner's Cavern,1,a new recruit,13,DWARF,Warrior,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
133,Miner's Cavern,3,a dwarven miner,13,DWARF,Warrior,14d10+86,163.0,5d6+6,23.5,10,0,1,23.5
136,Morgan Hill,9,a young druidess,13,HALF_ELF,Druid,14d10+86,163.0,3d4+2,9.5,4,6,1,9.5
136,Morgan Hill,12,an armor-clad skeleton,13,HUMAN,Berserker,14d10+86,163.0,4d4+3,13.0,2,5,1,13.0
161,the Desert of Gothra,11,the bandit chief,13,HUMAN,Warrior,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
163,Highlands,3,the warrior,13,BARBARIAN,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
163,Highlands,4,the warrior,13,BARBARIAN,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
163,Highlands,5,the warrior,13,BARBARIAN,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
173,The Temple of Chaos,3,a demon-steed,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
173,The Temple of Chaos,4,the Avenger,13,HUMAN,Anti-Paladin,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
185,Abbey,1,a humble monk,13,HUMAN,Cleric,14d10+86,163.0,3d4+2,9.5,20,0,1,9.5
185,Abbey,5,a monk,13,HUMAN,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
185,Abbey,7,a monk,13,HUMAN,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
185,Abbey,18,a visiting scholar,13,HUMAN,Priest,14d10+86,163.0,3d4+2,9.5,20,0,1,9.5
203,Gothra Plains,0,a large rhino,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,7,a hyena,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,11,a slender cheetah,13,ANIMAL,,14d10+86,163.0,4d4+1,11.0,10,0,2,22.0
203,Gothra Plains,16,a wildebeest,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
203,Gothra Plains,17,a zebra,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
203,Gothra Plains,18,a gazelle,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
203,Gothra Plains,21,a slender cheetah,13,OTHER,,14d10+86,163.0,4d4+3,13.0,10,0,2,26.0
363,Smuggler's Hideout,6,the chief smuggler guard,13,HUMAN,Mercenary,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
390,Arabel Ocean,2,a black barracuda,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,10,0,1,13.0
462,Nukreth Spire,0,a gnoll hunter,13,HUMANOID,Warrior,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
462,Nukreth Spire,1,a gnoll tracker,13,HUMANOID,Assassin,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
587,the Dancing Dolphin Inn,3,a mountain pony,13,ANIMAL,,14d10+86,163.0,4d4+3,13.0,20,0,1,13.0
9,Metamorpho's Zone - PRIVATE,34,the master mindflayer,14,HUMANOID,,18d10+99,198.0,5d4+3,15.5,20,0,1,15.5
18,Forest of Shadows (Jelos remix),2,a weary traveler,14,ELF,Ranger,18d10+99,198.0,4d4+3,13.0,20,0,1,13.0
18,Forest of Shadows (Jelos remix),5,a forest creature,14,ANIMAL,,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
23,South Caelia Forests and Mountains,45,an orc scout,14,ORC,Thief,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
41,Split Skull,6,a Split Skull Guard,14,TROLL,Warrior,18d10+99,198.0,6d4+4,19.0,10,0,1,19.0
41,Split Skull,10,an orc sorcerer,14,ORC,Sorcerer,18d10+99,198.0,4d4+3,13.0,10,0,1,13.0
51,the Rocky Tunnels,31,a slender priest,14,HUMAN,Monk,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
55,Combat in Eldoria,3,an undead archer of the Black Legion,14,HUMAN,Ranger,18d10+99,198.0,5d4+3,15.5,20,0,1,15.5
55,Combat in Eldoria,15,an archer of the 3rd Eldorian Guard,14,HUMAN,Ranger,18d10+99,198.0,5d4+3,15.5,20,0,1,15.5
83,Frakati,7,the Frakati chef,14,HUMANOID,Warrior,18d10+99,198.0,5d4+3,15.5,20,0,1,15.5
136,Morgan Hill,14,a glowing poltergeist,14,OTHER,Necromancer,18d10+99,198.0,4d4+3,13.0,2,10,1,13.0
161,the Desert of Gothra,9,an old man,14,HUMAN,Sorcerer,18d10+99,198.0,4d4+3,13.0,10,0,1,13.0
178,the Canyon,4,the tribesman,14,HUMAN,Ranger,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
178,the Canyon,10,the hunter,14,HUMAN,Ranger,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
185,Abbey,17,a young acolyte,14,HUMAN,Cleric,18d10+99,198.0,4d4+3,13.0,20,0,1,13.0
203,Gothra Plains,1,a lioness,14,ANIMAL,,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
203,Gothra Plains,10,a large crocodile,14,ANIMAL,,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
203,Gothra Plains,15,a lioness,14,ANIMAL,,18d10+99,198.0,5d4+3,15.5,20,0,2,31.0
324,South Caelia Highlands,2,a desperate bandit,14,HUMAN,Mercenary,18d10+99,198.0,5d4+3,15.5,20,10,1,15.5
363,Smuggler's Hideout,1,the smuggler's leader,14,HUMAN,Warrior,18d10+99,198.0,5d4+3,15.5,20,0,1,15.5
462,Nukreth Spire,12,a troll guard,14,TROLL,Warrior,18d10+99,198.0,6d4+4,19.0,20,0,1,19.0
464,the Ickle Aviary,16,the laughing kookaburra,14,ANIMAL,,18d10+99,198.0,5d4+3,15.5,10,0,1,15.5
9,Metamorpho's Zone - PRIVATE,50,the drow mage noble,15,HUMANOID,,21d10+122,237.5,5d4+3,15.5,20,0,1,15.5
10,The Repository (I),32,a swordfish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
18,Forest of Shadows (Jelos remix),3,a bestial hunter,15,TROLL,Warrior,21d10+122,237.5,6d4+4,19.0,20,0,1,19.0
23,South Caelia Forests and Mountains,1,a giant northern roc,15,ANIMAL,Warrior,21d10+122,237.5,5d4+4,16.5,20,10,1,16.5
23,South Caelia Forests and Mountains,5,a bulbous forest spider,15,ANIMAL,Warrior,21d10+122,237.5,5d4+4,16.5,20,10,1,16.5
23,South Caelia Forests and Mountains,18,a groomed horse,15,ANIMAL,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
23,South Caelia Forests and Mountains,41,a traveling merchant,15,HUMAN,Rogue,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
23,South Caelia Forests and Mountains,42,an unemployed caravan guard,15,HUMAN,Mercenary,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
41,Split Skull,7,a Split Skull grunt,15,TROLL,Warrior,21d10+122,237.5,6d4+4,19.0,10,0,1,19.0
55,Combat in Eldoria,4,a zombie soldier of the Black Legion,15,HUMAN,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
55,Combat in Eldoria,16,a soldier of the 3rd Eldorian Guard,15,HUMAN,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
70,the Great Road,10,the Southern Thornguard,15,HUMANOID,,21d10+122,237.5,5d4+3,15.5,20,0,1,15.5
80,Mielikki Farmlands (Newbie),34,Wug the Fiery Drakling,15,DRAGON_FIRE,Warrior,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
83,Frakati,0,a muscular guard,15,HALF_ELF,Warrior,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
87,Logging Camp,0,the blacksmith,15,DWARF,Warrior,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
87,Logging Camp,1,a dwarven worker,15,DWARF,Mercenary,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
87,Logging Camp,2,a barbarian worker,15,BARBARIAN,Mercenary,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
87,Logging Camp,3,a human worker,15,HUMAN,Mercenary,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
87,Logging Camp,7,Sven,15,HUMAN,Warrior,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
87,Logging Camp,9,Muleard,15,BARBARIAN,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
100,Ickle,6,a frost stallion,15,ANIMAL,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
120,Twisted Forest,18,the hooded druid,15,HUMAN,Druid,21d10+122,237.5,4d4+3,13.0,10,0,1,13.0
133,Miner's Cavern,5,an overseer,15,DWARF,Warrior,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
133,Miner's Cavern,33,a beam of starlight,15,OTHER,Priest,21d10+122,237.5,4d4+9,19.0,10,0,1,19.0
161,the Desert of Gothra,5,the giant scorpion,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
162,Gothra Pyramid,0,a tomb robber,15,HUMAN,Thief,21d10+122,237.5,5d4+3,15.5,20,0,1,15.5
163,Highlands,11,a beautiful dryad,15,NYMPH,Sorcerer,21d10+122,237.5,3d4+2,9.5,10,0,1,9.5
173,The Temple of Chaos,6,the Chaos,15,OTHER,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
178,the Canyon,7,the Chief,15,HUMAN,Ranger,21d10+122,237.5,5d4+3,15.5,10,0,2,31.0
178,the Canyon,13,a half frozen half burning shrub,15,PLANT,,21d10+122,237.5,4d4+3,13.0,20,0,1,13.0
185,Abbey,10,the Monk Guard,15,HUMAN,,21d10+122,237.5,5d4+3,15.5,20,0,1,15.5
185,Abbey,19,a researching priest,15,HUMAN,Cleric,21d10+122,237.5,4d4+3,13.0,20,0,1,13.0
203,Gothra Plains,2,a lion,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
203,Gothra Plains,8,a large elephant,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
237,Drow City of Dheduu,5,a myconid man,15,PLANT,Warrior,21d10+122,237.5,5d4+3,15.5,20,10,1,15.5
237,Drow City of Dheduu,6,a licca,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,20,10,1,15.5
237,Drow City of Dheduu,13,a goblin slave,15,GOBLIN,Thief,21d10+122,237.5,4d4+3,13.0,20,0,1,13.0
237,Drow City of Dheduu,31,a large black spider,15,ANIMAL,,21d10+122,237.5,8d7+4,36.0,19,8,1,36.0
300,Ogakh,65,a trollish adventurer,15,TROLL,Rogue,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
324,South Caelia Highlands,3,a bandit chieftess,15,HUMAN,Thief,30d10+1072,1237.0,5d4+3,15.5,20,10,1,15.5
324,South Caelia Highlands,8,a gypsy child,15,HUMAN,Monk,21d10+122,237.5,5d4+3,15.5,20,10,1,15.5
324,South Caelia Highlands,15,a traveling mercenary,15,HUMAN,Mercenary,21d10+122,237.5,5d4+4,16.5,20,10,1,16.5
390,Arabel Ocean,4,a shimmering flying fish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
390,Arabel Ocean,5,a golden sunfish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
390,Arabel Ocean,6,a vibrant paradise fish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
390,Arabel Ocean,9,an ugly hagfish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
390,Arabel Ocean,10,a cute sea slug,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
390,Arabel Ocean,11,a clear jellyfish,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
462,Nukreth Spire,20,a Soltan peasant,15,HUMAN,Warrior,30d10+272,437.0,5d4+4,16.5,20,0,1,16.5
462,Nukreth Spire,22,an Ogakh veteran,15,ORC,Warrior,30d10+272,437.0,5d4+4,16.5,20,0,1,16.5
490,Griffin Isle,31,a seagull,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
492,Black Ice Desert,4,a raging windstorm,15,OTHER,,21d10+122,237.5,5d4+8,20.5,6,0,1,20.5
580,Odaishyozen,26,a farmer,15,HUMANOID,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
580,Odaishyozen,27,an ox,15,ANIMAL,,21d10+122,237.5,5d4+3,15.5,10,0,1,15.5
590,Sacred Haven,1,a Haven wallguard,15,HUMAN,Warrior,21d10+122,237.5,5d4+4,16.5,10,0,1,16.5
590,Sacred Haven,17,a wandering poet,15,ELF,Rogue,21d10+122,237.5,4d4+3,13.0,20,0,1,13.0
590,Sacred Haven,35,a blazrik,15,HUMANOID,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
590,Sacred Haven,36,a turyt,15,OTHER,Warrior,21d10+122,237.5,5d4+4,16.5,20,0,1,16.5
9,Metamorpho's Zone - PRIVATE,17,the giant,16,GIANT,,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
10,The Repository (I),13,an owl,16,ANIMAL,,25d10+142,279.5,5d4+4,16.5,10,0,1,16.5
41,Split Skull,8,a Split Skull grunt,16,TROLL,Warrior,25d10+142,279.5,6d4+4,19.0,10,0,1,19.0
41,Split Skull,11,the Split Skull Armorer,16,TROLL,Warrior,25d10+142,279.5,6d4+4,19.0,10,0,1,19.0
41,Split Skull,12,the Split Skull Supplier,16,TROLL,Warrior,25d10+142,279.5,6d4+4,19.0,10,0,1,19.0
41,Split Skull,13,the Split Skull Stablemaster,16,TROLL,Hunter,25d10+142,279.5,5d4+4,16.5,10,0,1,16.5
41,Split Skull,14,the Split Skull Barkeep,16,TROLL,Warrior,25d10+142,279.5,6d4+4,19.0,10,0,1,19.0
41,Split Skull,15,the Split Skull Innkeeper,16,TROLL,Warrior,25d10+142,279.5,6d4+4,19.0,10,0,1,19.0
51,the Rocky Tunnels,21,the stone golem,16,HUMANOID,Warrior,25d10+142,279.5,5d4+4,16.5,10,0,1,16.5
55,Combat in Eldoria,5,an undead mercenary of the Black Legion,16,HUMAN,Mercenary,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
55,Combat in Eldoria,17,a mercenary of the elven court,16,DWARF,Mercenary,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
83,Frakati,1,the chief guard,16,HUMAN,Warrior,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
133,Miner's Cavern,8,the old miner,16,DWARF,Warrior,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
162,Gothra Pyramid,3,a giant snake,16,ANIMAL,,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
186,Back of the Abbey with School,0,a hairy black spider,16,ANIMAL,,25d10+142,279.5,5d4+4,16.5,10,0,2,33.0
237,Drow City of Dheduu,4,the killart,16,OTHER,Sorcerer,25d10+142,279.5,4d4+3,13.0,20,10,1,13.0
237,Drow City of Dheduu,32,a tiny mist beast,16,ANIMAL,Warrior,25d10+142,279.5,8d9+6,46.0,18,5,1,46.0
462,Nukreth Spire,2,a gnoll berserker,16,HUMANOID,Berserker,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
462,Nukreth Spire,21,a kobold scout,16,GOBLIN,Rogue,32d10+303,479.0,4d4+3,13.0,20,0,1,13.0
462,Nukreth Spire,23,a goblin thief,16,GOBLIN,Thief,32d10+303,479.0,4d4+3,13.0,20,0,1,13.0
492,Black Ice Desert,3,a torrid wind,16,DEMON,,25d10+142,279.5,5d7+4,24.0,17,0,1,24.0
502,The Bayou,0,a runner boy,16,HUMAN,Warrior,25d10+142,279.5,5d4+4,16.5,10,0,1,16.5
502,The Bayou,12,a bedraggled macaw,16,ANIMAL,Warrior,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
502,The Bayou,14,a winged lizard,16,ANIMAL,Warrior,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
502,The Bayou,15,a kookaburra,16,ANIMAL,Warrior,25d10+142,279.5,5d4+4,16.5,20,0,1,16.5
9,Metamorpho's Zone - PRIVATE,11,the Elder Druid,17,HUMANOID,,29d10+165,324.5,6d4+4,19.0,20,0,1,19.0
9,Metamorpho's Zone - PRIVATE,15,dwarf worker,17,HUMANOID,,29d10+165,324.5,6d4+4,19.0,20,0,1,19.0
9,Metamorpho's Zone - PRIVATE,51,the drow priestess,17,HUMANOID,,29d10+165,324.5,6d4+4,19.0,20,0,1,19.0
41,Split Skull,16,an Elite Split Skull Grunt,17,TROLL,Warrior,29d10+165,324.5,7d4+5,22.5,10,0,1,22.5
41,Split Skull,24,a Zealot of Zzur,17,ORC,Anti-Paladin,29d10+165,324.5,6d4+4,19.0,10,0,1,19.0
41,Split Skull,25,the Captain of the Skulking Guard,17,TROLL,Warrior,29d10+165,324.5,7d4+5,22.5,10,0,1,22.5
51,the Rocky Tunnels,22,the high stone priest,17,HUMANOID,Cleric,29d10+165,324.5,5d4+3,15.5,10,0,1,15.5
55,Combat in Eldoria,6,a skeletal rogue of the Black Legion,17,HUMAN,Rogue,29d10+165,324.5,6d4+4,19.0,20,0,1,19.0
